,date,hors,ws,wd,horsObs,wp1
55279,20110127,32,2.68,100.96,12,0.155
55280,20110127,33,2.64,102.24,12,0.115
55281,20110127,34,2.48,100.56,12,0.256
55282,20110127,35,2.38,95.39,12,0.411
55298,20110128,3,4.74,49.71,0,0.03
55299,20110128,4,4.57,58.26,0,0.005
55300,20110128,5,4.31,68.52,0,0.0
55301,20110128,6,4.1,76.92,0,0.0
55302,20110128,7,3.93,79.68,0,0.0
55303,20110128,8,3.74,78.13,0,0.0
55304,20110128,9,3.54,75.37,0,0.0
55305,20110128,10,3.3,74.27,0,0.0
55306,20110128,11,2.99,74.74,0,0.0
55307,20110128,12,2.61,75.73,0,0.0
55308,20110128,13,2.15,76.13,0,0.0
55309,20110128,14,1.79,76.36,0,0.0
55310,20110128,15,1.74,77.68,0,0.0
55311,20110128,16,2.12,80.21,0,0.0
55312,20110128,17,2.66,82.46,0,0.0
55313,20110128,18,3.02,84.44,0,0.04
55314,20110128,19,2.97,86.86,0,0.11
55315,20110128,20,2.76,89.7,0,0.155
55316,20110128,21,2.76,91.62,0,0.115
55317,20110128,22,3.21,91.06,0,0.256
55318,20110128,23,3.94,89.26,0,0.411
55346,20110128,3,2.26,75.77,12,0.03
55347,20110128,4,3.19,81.01,12,0.005
55348,20110128,5,4.08,84.98,12,0.0
55349,20110128,6,4.53,89.1,12,0.0
55350,20110128,7,4.28,95.03,12,0.0
55351,20110128,8,3.78,102.7,12,0.0
55352,20110128,9,3.54,108.17,12,0.0
55353,20110128,10,3.81,106.14,12,0.0
55354,20110128,11,4.34,101.13,12,0.0
55355,20110128,12,4.68,97.84,12,0.0
55476,20110129,37,6.02,137.82,12,0.236
55477,20110129,38,5.98,138.91,12,0.306
55478,20110129,39,5.54,143.0,12,0.306
55479,20110129,40,4.96,152.81,12,0.236
55480,20110129,41,4.51,167.42,12,0.221
55481,20110129,42,4.29,182.56,12,0.075
55482,20110129,43,4.13,194.12,12,0.01
55483,20110129,44,4.03,201.75,12,0.02
55484,20110129,45,4.14,205.01,12,0.015
55485,20110129,46,4.55,204.21,12,0.09
55512,20110130,25,5.7,134.8,0,0.236
55513,20110130,26,5.89,137.23,0,0.306
55514,20110130,27,5.56,142.36,0,0.306
55515,20110130,28,4.84,153.19,0,0.236
55516,20110130,29,4.21,170.43,0,0.221
55517,20110130,30,4.05,188.54,0,0.075
55518,20110130,31,4.18,199.27,0,0.01
55519,20110130,32,4.33,203.18,0,0.02
55520,20110130,33,4.44,203.16,0,0.015
55521,20110130,34,4.5,201.56,0,0.09
55522,20110130,35,4.39,200.23,0,0.19
55523,20110130,36,3.93,201.0,0,0.221
55524,20110130,37,3.06,206.76,0,0.08
55525,20110130,38,2.13,220.85,0,0.1
55530,20110130,43,1.72,245.27,0,0.0
55531,20110130,44,2.03,243.31,0,0.0
55532,20110130,45,2.21,243.43,0,0.0
55533,20110130,46,2.15,245.08,0,0.0
55548,20110130,13,5.38,139.11,12,0.236
55549,20110130,14,5.65,140.67,12,0.306
55550,20110130,15,5.44,146.71,12,0.306
55551,20110130,16,4.95,160.81,12,0.236
55552,20110130,17,4.72,179.55,12,0.221
55553,20110130,18,4.75,193.33,12,0.075
55554,20110130,19,4.54,196.41,12,0.01
55555,20110130,20,4.21,192.13,12,0.02
55556,20110130,21,4.15,186.4,12,0.015
55557,20110130,22,4.51,185.68,12,0.09
55558,20110130,23,4.89,188.58,12,0.19
55559,20110130,24,4.76,192.91,12,0.221
55560,20110130,25,3.8,199.37,12,0.08
55561,20110130,26,2.45,212.99,12,0.1
55567,20110130,32,1.77,251.45,12,0.0
55568,20110130,33,1.94,243.04,12,0.0
55569,20110130,34,1.92,243.78,12,0.0
55570,20110130,35,1.79,250.54,12,0.0
55572,20110130,37,1.7,263.6,12,0.015
55573,20110130,38,1.78,264.53,12,0.05
55574,20110130,39,1.93,264.03,12,0.07
55575,20110130,40,2.12,263.66,12,0.07
55576,20110130,41,2.31,262.67,12,0.135
55577,20110130,42,2.45,260.02,12,0.251
55578,20110130,43,2.51,255.02,12,0.316
55579,20110130,44,2.56,248.56,12,0.266
55580,20110130,45,2.64,242.29,12,0.321
55581,20110130,46,2.81,237.92,12,0.201
55586,20110131,3,5.56,149.16,0,0.306
55587,20110131,4,5.26,162.27,0,0.236
55588,20110131,5,4.98,177.71,0,0.221
55589,20110131,6,4.73,190.51,0,0.075
55590,20110131,7,4.26,196.97,0,0.01
55591,20110131,8,3.75,198.31,0,0.02
55592,20110131,9,3.65,196.71,0,0.015
55593,20110131,10,4.25,195.69,0,0.09
55594,20110131,11,4.97,196.13,0,0.19
55595,20110131,12,5.06,197.96,0,0.221
55596,20110131,13,4.01,202.74,0,0.08
55597,20110131,14,2.46,215.92,0,0.1
55600,20110131,17,1.63,280.04,0,0.0
55601,20110131,18,1.8,270.96,0,0.0
55602,20110131,19,1.94,262.94,0,0.0
55603,20110131,20,2.04,257.48,0,0.0
55604,20110131,21,2.07,254.36,0,0.0
55605,20110131,22,2.0,253.54,0,0.0
55606,20110131,23,1.91,254.54,0,0.0
55608,20110131,25,1.95,258.91,0,0.015
55609,20110131,26,2.09,260.56,0,0.05
55610,20110131,27,2.22,261.46,0,0.07
55611,20110131,28,2.27,261.55,0,0.07
55612,20110131,29,2.29,260.36,0,0.135
55613,20110131,30,2.32,257.32,0,0.251
55614,20110131,31,2.44,252.39,0,0.316
55615,20110131,32,2.69,246.66,0,0.266
55616,20110131,33,3.07,241.44,0,0.321
55617,20110131,34,3.59,237.6,0,0.201
55618,20110131,35,4.15,235.53,0,0.246
55619,20110131,36,4.62,235.15,0,0.361
55636,20110131,5,1.8,289.06,12,0.221
55637,20110131,6,1.93,288.96,12,0.075
55638,20110131,7,1.99,280.39,12,0.01
55639,20110131,8,2.04,268.84,12,0.02
55640,20110131,9,2.07,260.46,12,0.015
55641,20110131,10,1.98,258.79,12,0.09
55642,20110131,11,1.82,262.13,12,0.19
55643,20110131,12,1.75,267.13,12,0.221
55644,20110131,13,1.85,269.36,12,0.015
55645,20110131,14,2.05,268.6,12,0.05
55646,20110131,15,2.26,266.21,12,0.07
55647,20110131,16,2.4,262.98,12,0.07
55648,20110131,17,2.48,259.05,12,0.135
55649,20110131,18,2.52,254.49,12,0.251
55650,20110131,19,2.56,249.47,12,0.316
55651,20110131,20,2.69,244.64,12,0.266
55652,20110131,21,3.01,241.23,12,0.321
55653,20110131,22,3.56,239.87,12,0.201
55654,20110131,23,4.2,239.68,12,0.246
55655,20110131,24,4.7,239.81,12,0.361
55682,20110201,3,2.51,255.38,0,0.07
55683,20110201,4,2.62,255.75,0,0.07
55684,20110201,5,2.72,255.31,0,0.135
55685,20110201,6,2.84,253.48,0,0.251
55686,20110201,7,2.97,250.03,0,0.316
55687,20110201,8,3.21,245.9,0,0.266
55688,20110201,9,3.62,242.41,0,0.321
55689,20110201,10,4.22,240.34,0,0.201
55690,20110201,11,4.82,239.28,0,0.246
55691,20110201,12,5.21,238.57,0,0.361
55730,20110201,3,5.44,228.36,12,0.07
55731,20110201,4,5.63,227.58,12,0.07
55732,20110201,5,5.7,227.03,12,0.135
55733,20110201,6,5.47,226.76,12,0.251
55734,20110201,7,4.88,226.85,12,0.316
55735,20110201,8,4.15,227.37,12,0.266
55736,20110201,9,3.6,228.39,12,0.321
55737,20110201,10,3.47,229.81,12,0.201
55738,20110201,11,3.63,231.95,12,0.246
55739,20110201,12,3.9,235.36,12,0.361
55812,20110202,37,5.23,97.66,0,0.642
55813,20110202,38,4.02,89.64,0,0.677
55814,20110202,39,3.32,76.68,0,0.687
55815,20110202,40,3.59,66.49,0,0.757
55816,20110202,41,4.32,63.02,0,0.807
55817,20110202,42,4.89,62.23,0,0.8370000000000001
55818,20110202,43,4.89,61.23,0,0.802
55819,20110202,44,4.54,59.42,0,0.6920000000000001
55820,20110202,45,4.2,56.68,0,0.752
55821,20110202,46,4.14,53.62,0,0.762
55848,20110202,25,4.88,91.82,12,0.642
55849,20110202,26,3.81,79.12,12,0.677
55850,20110202,27,3.5,63.85,12,0.687
55851,20110202,28,4.08,58.69,12,0.757
55852,20110202,29,4.96,60.4,12,0.807
55853,20110202,30,5.54,62.43,12,0.8370000000000001
55854,20110202,31,5.4,62.22,12,0.802
55855,20110202,32,4.82,59.95,12,0.6920000000000001
55856,20110202,33,4.3,56.25,12,0.752
55857,20110202,34,4.19,52.96,12,0.762
55858,20110202,35,4.42,51.33,12,0.812
55860,20110202,37,5.08,52.59,12,0.922
55861,20110202,38,5.29,54.27,12,0.942
55862,20110202,39,5.39,55.8,12,0.942
55863,20110202,40,5.35,56.82,12,0.942
55864,20110202,41,5.23,57.52,12,0.917
55865,20110202,42,5.09,58.23,12,0.922
55866,20110202,43,4.99,59.16,12,0.902
55867,20110202,44,4.91,60.21,12,0.862
55868,20110202,45,4.83,61.2,12,0.877
55869,20110202,46,4.74,62.02,12,0.8370000000000001
55884,20110203,13,4.62,85.77,0,0.642
55885,20110203,14,3.73,73.77,0,0.677
55886,20110203,15,3.47,60.67,0,0.687
55887,20110203,16,3.98,56.6,0,0.757
55888,20110203,17,4.77,58.38,0,0.807
55889,20110203,18,5.33,60.3,0,0.8370000000000001
55890,20110203,19,5.28,60.08,0,0.802
55891,20110203,20,4.86,58.11,0,0.6920000000000001
55892,20110203,21,4.48,55.25,0,0.752
55893,20110203,22,4.46,53.1,0,0.762
55894,20110203,23,4.7,52.41,0,0.812
55896,20110203,25,5.33,54.59,0,0.922
55897,20110203,26,5.52,56.42,0,0.942
55898,20110203,27,5.56,57.95,0,0.942
55899,20110203,28,5.44,58.83,0,0.942
55900,20110203,29,5.22,59.33,0,0.917
55901,20110203,30,5.01,59.85,0,0.922
55902,20110203,31,4.88,60.71,0,0.902
55903,20110203,32,4.79,61.8,0,0.862
55904,20110203,33,4.68,62.91,0,0.877
55905,20110203,34,4.51,63.88,0,0.8370000000000001
55906,20110203,35,4.3,64.51,0,0.802
55907,20110203,36,4.12,64.54,0,0.792
55908,20110203,37,4.04,63.76,0,0.672
55909,20110203,38,4.15,62.49,0,0.642
55910,20110203,39,4.58,61.39,0,0.551
55911,20110203,40,5.34,60.84,0,0.401
55912,20110203,41,5.99,60.45,0,0.506
55913,20110203,42,6.04,59.71,0,0.561
55914,20110203,43,5.17,57.87,0,0.516
55915,20110203,44,3.91,53.74,0,0.331
55916,20110203,45,3.02,46.36,0,0.29100000000000004
55917,20110203,46,3.01,40.27,0,0.316
55932,20110203,13,5.19,53.01,12,0.922
55933,20110203,14,5.45,54.1,12,0.942
55934,20110203,15,5.56,55.1,12,0.942
55935,20110203,16,5.49,55.86,12,0.942
55936,20110203,17,5.3,56.61,12,0.917
55937,20110203,18,5.11,57.66,12,0.922
55938,20110203,19,4.99,59.19,12,0.902
55939,20110203,20,4.91,60.94,12,0.862
55940,20110203,21,4.8,62.61,12,0.877
55941,20110203,22,4.6,64.01,12,0.8370000000000001
55942,20110203,23,4.38,64.95,12,0.802
55943,20110203,24,4.21,65.2,12,0.792
55944,20110203,25,4.16,64.55,12,0.672
55945,20110203,26,4.31,63.32,12,0.642
55946,20110203,27,4.72,62.09,12,0.551
55947,20110203,28,5.38,61.25,12,0.401
55948,20110203,29,5.93,60.48,12,0.506
55949,20110203,30,5.95,59.27,12,0.561
55950,20110203,31,5.18,56.81,12,0.516
55951,20110203,32,4.07,52.31,12,0.331
55952,20110203,33,3.25,46.0,12,0.29100000000000004
55953,20110203,34,3.14,42.1,12,0.316
55954,20110203,35,3.48,42.23,12,0.436
55970,20110204,3,5.73,52.93,0,0.942
55971,20110204,4,5.66,54.02,0,0.942
55972,20110204,5,5.58,55.47,0,0.917
55973,20110204,6,5.5,57.47,0,0.922
55974,20110204,7,5.42,60.08,0,0.902
55975,20110204,8,5.31,62.71,0,0.862
55976,20110204,9,5.09,64.64,0,0.877
55977,20110204,10,4.73,65.35,0,0.8370000000000001
55978,20110204,11,4.39,65.24,0,0.802
55979,20110204,12,4.24,65.08,0,0.792
55980,20110204,13,4.42,65.48,0,0.672
55981,20110204,14,4.84,65.67,0,0.642
55982,20110204,15,5.37,64.83,0,0.551
55983,20110204,16,5.87,62.79,0,0.401
55984,20110204,17,6.14,60.42,0,0.506
55985,20110204,18,5.96,58.34,0,0.561
55986,20110204,19,5.21,56.73,0,0.516
55987,20110204,20,4.22,54.88,0,0.331
55988,20110204,21,3.46,51.91,0,0.29100000000000004
55989,20110204,22,3.26,47.99,0,0.316
55990,20110204,23,3.48,45.09,0,0.436
56018,20110204,3,4.35,72.3,12,0.942
56019,20110204,4,5.49,63.64,12,0.942
56020,20110204,5,6.58,58.03,12,0.917
56021,20110204,6,6.95,55.33,12,0.922
56022,20110204,7,6.13,55.09,12,0.902
56023,20110204,8,4.69,56.23,12,0.862
56024,20110204,9,3.47,56.46,12,0.877
56025,20110204,10,3.09,51.7,12,0.8370000000000001
56026,20110204,11,3.38,45.33,12,0.802
56027,20110204,12,3.9,41.96,12,0.792
56148,20110205,37,3.0,70.09,12,0.15
56149,20110205,38,3.06,73.9,12,0.135
56150,20110205,39,3.06,77.42,12,0.16
56151,20110205,40,2.99,80.45,12,0.17
56152,20110205,41,2.86,83.41,12,0.11
56153,20110205,42,2.71,86.86,12,0.085
56154,20110205,43,2.57,91.16,12,0.04
56155,20110205,44,2.43,95.97,12,0.06
56156,20110205,45,2.3,100.67,12,0.06
56157,20110205,46,2.15,105.0,12,0.04
56184,20110206,25,2.26,53.69,0,0.15
56185,20110206,26,2.25,59.06,0,0.135
56186,20110206,27,2.27,62.29,0,0.16
56187,20110206,28,2.27,61.49,0,0.17
56188,20110206,29,2.23,58.49,0,0.11
56189,20110206,30,2.14,55.93,0,0.085
56190,20110206,31,1.99,55.88,0,0.04
56191,20110206,32,1.81,57.48,0,0.06
56192,20110206,33,1.66,58.56,0,0.06
56195,20110206,36,1.75,66.29,0,0.015
56196,20110206,37,2.18,79.24,0,0.0
56197,20110206,38,2.78,88.19,0,0.0
56198,20110206,39,3.27,90.92,0,0.0
56199,20110206,40,3.44,88.33,0,0.0
56200,20110206,41,3.36,84.59,0,0.0
56201,20110206,42,3.14,84.91,0,0.0
56202,20110206,43,2.9,94.49,0,0.065
56203,20110206,44,2.78,110.86,0,0.13
56204,20110206,45,2.79,127.61,0,0.201
56205,20110206,46,2.72,141.41,0,0.211
56220,20110206,13,2.41,57.57,12,0.15
56221,20110206,14,2.47,59.31,12,0.135
56222,20110206,15,2.52,60.36,12,0.16
56223,20110206,16,2.49,59.96,12,0.17
56224,20110206,17,2.4,58.36,12,0.11
56225,20110206,18,2.25,55.91,12,0.085
56226,20110206,19,2.04,52.85,12,0.04
56227,20110206,20,1.83,49.01,12,0.06
56228,20110206,21,1.64,44.27,12,0.06
56232,20110206,25,1.79,47.24,12,0.0
56233,20110206,26,2.14,56.36,12,0.0
56234,20110206,27,2.57,64.33,12,0.0
56235,20110206,28,2.98,71.2,12,0.0
56236,20110206,29,3.24,79.33,12,0.0
56237,20110206,30,3.25,92.29,12,0.0
56238,20110206,31,3.2,113.54,12,0.065
56239,20110206,32,3.48,136.01,12,0.13
56240,20110206,33,3.87,150.42,12,0.201
56241,20110206,34,3.89,156.0,12,0.211
56242,20110206,35,3.56,156.7,12,0.226
56244,20110206,37,2.89,154.06,12,0.331
56245,20110206,38,2.8,153.98,12,0.29600000000000004
56246,20110206,39,2.84,154.67,12,0.28600000000000003
56247,20110206,40,2.96,155.56,12,0.201
56248,20110206,41,3.11,155.84,12,0.21600000000000005
56249,20110206,42,3.25,154.78,12,0.321
56250,20110206,43,3.33,152.01,12,0.401
56251,20110206,44,3.37,148.21,12,0.541
56252,20110206,45,3.37,144.22,12,0.536
56253,20110206,46,3.37,140.8,12,0.581
56258,20110207,3,2.77,58.87,0,0.16
56259,20110207,4,2.57,59.51,0,0.17
56260,20110207,5,2.4,59.03,0,0.11
56261,20110207,6,2.28,58.31,0,0.085
56262,20110207,7,2.22,58.18,0,0.04
56263,20110207,8,2.2,58.12,0,0.06
56264,20110207,9,2.15,57.2,0,0.06
56265,20110207,10,2.07,54.81,0,0.04
56266,20110207,11,2.05,52.34,0,0.035
56267,20110207,12,2.2,52.13,0,0.015
56268,20110207,13,2.59,55.04,0,0.0
56269,20110207,14,3.1,59.13,0,0.0
56270,20110207,15,3.56,63.39,0,0.0
56271,20110207,16,3.81,68.0,0,0.0
56272,20110207,17,3.83,73.67,0,0.0
56273,20110207,18,3.61,81.57,0,0.0
56274,20110207,19,3.22,93.6,0,0.065
56275,20110207,20,2.88,111.12,0,0.13
56276,20110207,21,2.8,132.25,0,0.201
56277,20110207,22,3.02,150.92,0,0.211
56278,20110207,23,3.33,162.83,0,0.226
56280,20110207,25,3.31,165.72,0,0.331
56281,20110207,26,3.02,159.37,0,0.29600000000000004
56282,20110207,27,2.82,152.67,0,0.28600000000000003
56283,20110207,28,2.79,150.74,0,0.201
56284,20110207,29,2.9,152.39,0,0.21600000000000005
56285,20110207,30,3.07,154.23,0,0.321
56286,20110207,31,3.26,153.97,0,0.401
56287,20110207,32,3.41,152.07,0,0.541
56288,20110207,33,3.47,149.29,0,0.536
56289,20110207,34,3.45,146.05,0,0.581
56290,20110207,35,3.43,142.71,0,0.496
56291,20110207,36,3.55,140.0,0,0.411
56306,20110207,3,2.0,76.24,12,0.16
56307,20110207,4,2.14,87.52,12,0.17
56308,20110207,5,2.28,102.31,12,0.11
56309,20110207,6,2.52,121.93,12,0.085
56310,20110207,7,3.03,143.48,12,0.04
56311,20110207,8,3.73,158.65,12,0.06
56312,20110207,9,4.17,166.41,12,0.06
56313,20110207,10,3.99,168.44,12,0.04
56314,20110207,11,3.42,166.79,12,0.035
56315,20110207,12,2.88,162.83,12,0.015
56316,20110207,13,2.66,159.47,12,0.331
56317,20110207,14,2.69,158.15,12,0.29600000000000004
56318,20110207,15,2.83,158.4,12,0.28600000000000003
56319,20110207,16,2.94,159.21,12,0.201
56320,20110207,17,3.03,159.2,12,0.21600000000000005
56321,20110207,18,3.13,157.04,12,0.321
56322,20110207,19,3.25,152.23,12,0.401
56323,20110207,20,3.41,146.67,12,0.541
56324,20110207,21,3.52,142.3,12,0.536
56325,20110207,22,3.55,140.12,12,0.581
56326,20110207,23,3.58,139.45,12,0.496
56327,20110207,24,3.76,139.44,12,0.411
56354,20110208,3,3.0,158.57,0,0.28600000000000003
56355,20110208,4,3.09,159.0,0,0.201
56356,20110208,5,3.21,158.5,0,0.21600000000000005
56357,20110208,6,3.33,156.69,0,0.321
56358,20110208,7,3.44,153.45,0,0.401
56359,20110208,8,3.51,149.62,0,0.541
56360,20110208,9,3.5,146.0,0,0.536
56361,20110208,10,3.38,143.12,0,0.581
56362,20110208,11,3.31,141.18,0,0.496
56363,20110208,12,3.47,140.64,0,0.411
56402,20110208,3,5.78,137.45,12,0.28600000000000003
56403,20110208,4,6.57,133.83,12,0.201
56404,20110208,5,7.24,130.55,12,0.21600000000000005
56405,20110208,6,7.53,127.59,12,0.321
56406,20110208,7,7.27,124.53,12,0.401
56407,20110208,8,6.59,120.49,12,0.541
56408,20110208,9,5.75,114.36,12,0.536
56409,20110208,10,5.0,105.16,12,0.581
56410,20110208,11,4.52,93.74,12,0.496
56411,20110208,12,4.35,83.07,12,0.411
56484,20110209,37,4.3,68.87,0,0.602
56485,20110209,38,4.25,66.62,0,0.501
56486,20110209,39,4.68,67.11,0,0.426
56487,20110209,40,5.79,70.05,0,0.632
56488,20110209,41,7.08,72.92,0,0.647
56489,20110209,42,7.88,74.93,0,0.777
56490,20110209,43,7.66,76.25,0,0.792
56491,20110209,44,6.77,77.19,0,0.767
56492,20110209,45,5.74,77.63,0,0.772
56493,20110209,46,5.01,77.11,0,0.762
56520,20110209,25,4.35,67.18,12,0.602
56521,20110209,26,4.53,70.17,12,0.501
56522,20110209,27,5.1,74.82,12,0.426
56523,20110209,28,6.13,79.01,12,0.632
56524,20110209,29,7.19,81.66,12,0.647
56525,20110209,30,7.69,83.0,12,0.777
56526,20110209,31,7.25,83.27,12,0.792
56527,20110209,32,6.26,82.53,12,0.767
56528,20110209,33,5.3,80.46,12,0.772
56529,20110209,34,4.82,77.12,12,0.762
56530,20110209,35,4.73,73.17,12,0.516
56532,20110209,37,4.9,64.93,12,0.687
56533,20110209,38,4.9,61.19,12,0.7170000000000001
56534,20110209,39,4.77,58.48,12,0.652
56535,20110209,40,4.49,57.23,12,0.7170000000000001
56536,20110209,41,4.16,57.14,12,0.742
56537,20110209,42,3.92,57.75,12,0.5760000000000001
56538,20110209,43,3.9,58.55,12,0.511
56539,20110209,44,4.11,59.77,12,0.456
56540,20110209,45,4.52,61.71,12,0.381
56541,20110209,46,5.08,64.22,12,0.396
56556,20110210,13,4.48,72.11,0,0.602
56557,20110210,14,4.43,72.91,0,0.501
56558,20110210,15,4.82,74.61,0,0.426
56559,20110210,16,5.75,75.72,0,0.632
56560,20110210,17,6.78,76.02,0,0.647
56561,20110210,18,7.34,75.74,0,0.777
56562,20110210,19,7.02,74.89,0,0.792
56563,20110210,20,6.17,73.38,0,0.767
56564,20110210,21,5.29,71.2,0,0.772
56565,20110210,22,4.78,68.9,0,0.762
56566,20110210,23,4.58,67.11,0,0.516
56568,20110210,25,4.39,65.71,0,0.687
56569,20110210,26,4.27,65.8,0,0.7170000000000001
56570,20110210,27,4.17,66.06,0,0.652
56571,20110210,28,4.11,66.22,0,0.7170000000000001
56572,20110210,29,4.08,66.06,0,0.742
56573,20110210,30,4.05,65.36,0,0.5760000000000001
56574,20110210,31,4.02,64.11,0,0.511
56575,20110210,32,4.1,63.32,0,0.456
56576,20110210,33,4.41,64.18,0,0.381
56577,20110210,34,5.0,66.76,0,0.396
56578,20110210,35,5.5,69.49,0,0.406
56579,20110210,36,5.4,71.7,0,0.326
56580,20110210,37,4.4,73.3,0,0.241
56581,20110210,38,3.02,73.11,0,0.261
56582,20110210,39,2.01,65.1,0,0.125
56583,20110210,40,2.02,47.7,0,0.05
56584,20110210,41,2.7,37.89,0,0.005
56585,20110210,42,3.35,34.49,0,0.085
56586,20110210,43,3.51,32.53,0,0.266
56587,20110210,44,3.37,30.81,0,0.376
56588,20110210,45,3.27,29.47,0,0.406
56589,20110210,46,3.46,29.26,0,0.341
56604,20110210,13,4.58,66.63,12,0.687
56605,20110210,14,4.57,64.47,12,0.7170000000000001
56606,20110210,15,4.44,62.31,12,0.652
56607,20110210,16,4.18,60.21,12,0.7170000000000001
56608,20110210,17,3.91,58.45,12,0.742
56609,20110210,18,3.76,57.68,12,0.5760000000000001
56610,20110210,19,3.84,58.52,12,0.511
56611,20110210,20,4.14,60.77,12,0.456
56612,20110210,21,4.66,63.8,12,0.381
56613,20110210,22,5.29,66.93,12,0.396
56614,20110210,23,5.71,69.63,12,0.406
56615,20110210,24,5.51,72.06,12,0.326
56616,20110210,25,4.47,74.75,12,0.241
56617,20110210,26,3.1,76.85,12,0.261
56618,20110210,27,2.05,72.03,12,0.125
56619,20110210,28,1.97,53.13,12,0.05
56620,20110210,29,2.61,39.54,12,0.005
56621,20110210,30,3.25,34.58,12,0.085
56622,20110210,31,3.35,32.86,12,0.266
56623,20110210,32,3.15,32.23,12,0.376
56624,20110210,33,3.02,31.88,12,0.406
56625,20110210,34,3.24,31.52,12,0.341
56626,20110210,35,3.67,31.81,12,0.311
56642,20110211,3,4.17,59.48,0,0.652
56643,20110211,4,4.0,59.68,0,0.7170000000000001
56644,20110211,5,3.81,59.64,0,0.742
56645,20110211,6,3.72,59.41,0,0.5760000000000001
56646,20110211,7,3.83,59.21,0,0.511
56647,20110211,8,4.14,59.72,0,0.456
56648,20110211,9,4.67,61.4,0,0.381
56649,20110211,10,5.36,64.0,0,0.396
56650,20110211,11,5.82,66.41,0,0.406
56651,20110211,12,5.59,68.24,0,0.326
56652,20110211,13,4.42,69.37,0,0.241
56653,20110211,14,2.94,68.15,0,0.261
56654,20110211,15,2.08,58.39,0,0.125
56655,20110211,16,2.52,45.25,0,0.05
56656,20110211,17,3.64,40.73,0,0.005
56657,20110211,18,4.49,39.37,0,0.085
56658,20110211,19,4.44,37.78,0,0.266
56659,20110211,20,3.86,35.39,0,0.376
56660,20110211,21,3.35,32.82,0,0.406
56661,20110211,22,3.33,32.04,0,0.341
56662,20110211,23,3.67,33.06,0,0.311
56690,20110211,3,2.21,50.11,12,0.652
56691,20110211,4,3.06,46.85,12,0.7170000000000001
56692,20110211,5,3.97,45.97,12,0.742
56693,20110211,6,4.56,45.12,12,0.5760000000000001
56694,20110211,7,4.56,43.27,12,0.511
56695,20110211,8,4.2,40.62,12,0.456
56696,20110211,9,3.79,38.1,12,0.381
56697,20110211,10,3.6,37.26,12,0.396
56698,20110211,11,3.6,37.82,12,0.406
56699,20110211,12,3.74,38.54,12,0.326
56820,20110212,37,5.23,50.68,12,0.6920000000000001
56821,20110212,38,5.37,46.68,12,0.5760000000000001
56822,20110212,39,5.8,43.94,12,0.667
56823,20110212,40,6.59,44.09,12,0.897
56824,20110212,41,7.46,46.35,12,0.917
56827,20110212,44,7.78,60.79,12,0.932
56828,20110212,45,7.2,65.96,12,0.877
56829,20110212,46,6.49,69.35,12,0.436
56856,20110213,25,4.84,58.56,0,0.6920000000000001
56857,20110213,26,4.94,55.78,0,0.5760000000000001
56858,20110213,27,5.14,52.61,0,0.667
56859,20110213,28,5.41,49.57,0,0.897
56860,20110213,29,5.75,47.3,0,0.917
56861,20110213,30,6.21,46.35,0,0.932
56862,20110213,31,6.77,47.02,0,0.927
56863,20110213,32,7.2,49.44,0,0.932
56864,20110213,33,7.25,54.11,0,0.877
56865,20110213,34,6.86,62.14,0,0.436
56866,20110213,35,6.54,72.93,0,0.446
56867,20110213,36,6.79,82.46,0,0.461
56868,20110213,37,7.62,86.93,0,0.466
56877,20110213,46,7.31,151.04,0,0.927
56892,20110213,13,5.19,58.93,12,0.6920000000000001
56893,20110213,14,5.3,56.43,12,0.5760000000000001
56894,20110213,15,5.48,52.71,12,0.667
56895,20110213,16,5.72,48.41,12,0.897
56896,20110213,17,6.03,45.7,12,0.917
56897,20110213,18,6.45,46.72,12,0.932
56898,20110213,19,7.0,51.95,12,0.927
56899,20110213,20,7.53,58.46,12,0.932
56900,20110213,21,7.73,64.04,12,0.877
56901,20110213,22,7.37,68.17,12,0.436
56902,20110213,23,6.86,72.48,12,0.446
56903,20110213,24,6.84,78.09,12,0.461
56904,20110213,25,7.72,84.43,12,0.466
56913,20110213,34,7.46,147.8,12,0.927
56914,20110213,35,6.13,147.11,12,0.902
56916,20110213,37,4.5,152.48,12,0.777
56917,20110213,38,4.28,156.56,12,0.6970000000000001
56918,20110213,39,4.27,159.11,12,0.551
56919,20110213,40,4.35,159.27,12,0.511
56920,20110213,41,4.53,158.63,12,0.471
56921,20110213,42,4.87,159.14,12,0.211
56922,20110213,43,5.37,161.42,12,0.201
56923,20110213,44,5.75,163.13,12,0.13
56924,20110213,45,5.63,162.07,12,0.12
56925,20110213,46,4.82,155.74,12,0.035
56930,20110214,3,5.19,42.21,0,0.667
56931,20110214,4,5.76,41.46,0,0.897
56932,20110214,5,6.38,43.12,0,0.917
56933,20110214,6,6.9,47.29,0,0.932
56934,20110214,7,7.23,53.9,0,0.927
56935,20110214,8,7.4,61.17,0,0.932
56936,20110214,9,7.31,67.28,0,0.877
56937,20110214,10,6.89,71.22,0,0.436
56938,20110214,11,6.46,74.27,0,0.446
56939,20110214,12,6.53,77.71,0,0.461
56940,20110214,13,7.36,82.08,0,0.466
56949,20110214,22,7.79,148.06,0,0.927
56950,20110214,23,6.23,146.99,0,0.902
56952,20110214,25,4.5,150.86,0,0.777
56953,20110214,26,4.44,154.33,0,0.6970000000000001
56954,20110214,27,4.52,157.55,0,0.551
56955,20110214,28,4.49,160.37,0,0.511
