"hors","ws","wd","anno","mes","dia","horsObs","wp1"
5,2.97,53.4,2011,7,11,0,0.251
6,2.88,59.17,2011,7,11,0,0.261
17,6.14,41.13,2011,7,11,0,0.421
8,8.58,52.5,2011,7,11,12,0.185
10,7.73,61.42,2011,7,11,12,0.195
18,6.49,116.12,2011,7,11,12,0.411
22,5.09,111.37,2011,7,11,12,0.291
24,5.75,114.59,2011,7,11,12,0.18
12,5.68,102.19,2011,7,12,0,0.18
1,4.87,103.92,2011,7,12,12,0.471
12,4.11,118.84,2011,7,12,12,0.18
42,0.66,264.82,2011,7,13,0,0
32,0.45,202.19,2011,7,13,12,0
44,1.39,278.78,2011,7,13,12,0
15,2.26,224.23,2011,7,14,0,0
25,2.13,208.39,2011,7,14,0,0.065
36,2.55,287.82,2011,7,14,0,0
37,2.64,291.94,2011,7,14,0,0
39,2.7,303.4,2011,7,14,0,0
47,1.87,308.17,2011,7,14,0,0.055
26,2.63,294.36,2011,7,14,12,0
1,2.83,192.07,2011,7,15,0,0.065
24,1.81,309.74,2011,7,15,0,0.075
6,2.48,286.81,2011,7,15,12,0.005
25,3.11,72.19,2011,7,17,0,0.125
40,5.12,110.98,2011,7,17,0,0.125
5,3.95,55.01,2011,7,18,0,0.411
22,2.62,136.39,2011,7,18,0,0.08
28,1.75,172.76,2011,7,18,0,0.045
36,2.02,187.9,2011,7,18,0,0.03
6,4.85,131.75,2011,7,18,12,0.371
11,2.46,146.48,2011,7,18,12,0.371
17,2.25,218.4,2011,7,18,12,0.01
21,2.5,275.68,2011,7,18,12,0.025
2,2.12,169.81,2011,7,19,0,0.02
6,2.1,126,2011,7,19,12,0.065
10,3.22,157.47,2011,7,19,12,0.005
37,3.22,110.65,2011,7,20,12,0.09
15,9.85,90.13,2011,7,21,0,0.637
23,5.2,100.81,2011,7,21,0,0.311
26,2.68,128.97,2011,7,21,0,0.095
35,2.94,114.1,2011,7,21,0,0.115
16,2.52,133.58,2011,7,21,12,0.155
17,2.65,135.62,2011,7,21,12,0.175
18,2.72,135.56,2011,7,21,12,0.155
20,2.74,130.58,2011,7,21,12,0.09
29,3.2,89.97,2011,7,21,12,0.02
36,2.17,84.57,2011,7,21,12,0.17
2,2.86,125.09,2011,7,22,0,0.095
9,2.62,125.76,2011,7,22,0,0.105
21,2.96,85.4,2011,7,22,0,0.075
48,2.13,174.02,2011,7,22,0,0.075
9,4.31,60.16,2011,7,22,12,0.105
39,2.17,21.98,2011,7,23,12,0.1
34,2.8,36.5,2011,7,24,0,0
13,1.87,10.53,2011,7,24,12,0.025
15,2.4,27.49,2011,7,24,12,0.1
16,2.31,35.1,2011,7,24,12,0.135
22,3.73,94.35,2011,7,24,12,0
23,3.81,110.64,2011,7,24,12,0
26,3.85,139.81,2011,7,24,12,0.09
27,3.94,139.43,2011,7,24,12,0.095
37,4.4,113.51,2011,7,24,12,0.251
47,4.18,84.08,2011,7,24,12,0.135
12,4.78,89.03,2011,7,25,0,0.005
3,5.32,130.44,2011,7,25,12,0.1
1,5.58,106.09,2011,7,26,12,0.251
9,7.04,131.37,2011,7,26,12,0
42,5.42,76.95,2011,7,27,0,0
46,4.16,86.96,2011,7,27,0,0
26,4.57,343.5,2011,7,27,12,0.065
45,1.73,11.15,2011,7,27,12,0.12
31,2,47.7,2011,7,28,0,0.075
38,2.45,260.83,2011,7,28,0,0.15
42,1.08,308.82,2011,7,28,0,0.055
18,2.48,66.19,2011,7,28,12,0.02
29,1.6,134.18,2011,7,28,12,0.03
36,2.42,131.6,2011,7,28,12,0
48,1.33,173.52,2011,7,29,0,0.321
2,7.05,99.54,2011,7,29,12,0
33,3.07,110.53,2011,7,31,0,0.04
19,2.37,103.45,2011,7,31,12,0.05
26,5.18,119.73,2011,7,31,12,0.095
5,5.44,120.92,2011,8,1,12,0.155
9,5.98,122.67,2011,8,1,12,0.04
11,3.69,119.14,2011,8,1,12,0.17
21,2.96,111.06,2011,8,1,12,0.381
24,4.15,114.67,2011,8,1,12,0.13
2,2.66,116.45,2011,8,2,12,0.13
6,2.88,111.71,2011,8,2,12,0.306
7,3.45,106.14,2011,8,2,12,0.336
8,4,102.7,2011,8,2,12,0.351
10,3.75,102.74,2011,8,2,12,0.201
30,1.98,245.3,2011,8,3,12,0.005
22,1.86,257.98,2011,8,4,0,0
40,3.1,316.93,2011,8,4,0,0.06
22,3.01,336.85,2011,8,4,12,0.005
26,2.97,319.73,2011,8,4,12,0.005
11,2.44,334.12,2011,8,5,0,0.005
18,3.01,317.09,2011,8,5,0,0.065
22,2.47,334.94,2011,8,5,0,0
37,1.16,203.44,2011,8,6,12,0.08
30,1.44,126.12,2011,8,7,0,0.065
31,1.72,133.56,2011,8,7,0,0.12
35,3.63,187.93,2011,8,7,0,0.075
38,4.43,201.97,2011,8,7,0,0.005
41,3.42,195.59,2011,8,7,0,0.015
15,1.87,159.38,2011,8,7,12,0.145
18,1.81,156.47,2011,8,7,12,0.065
37,1.84,185.51,2011,8,7,12,0.045
39,2.1,172.05,2011,8,7,12,0.045
5,2.04,162.69,2011,8,8,0,0.085
19,2.75,197.42,2011,8,8,0,0.025
21,2.38,198.51,2011,8,8,0,0.005
31,2.24,339.78,2011,8,8,0,0.07
35,1.83,0.46,2011,8,8,0,0.12
2,3.8,203.2,2011,8,8,12,0.105
11,1.79,213.57,2011,8,8,12,0.075
16,1.25,232.12,2011,8,8,12,0.055
17,1.57,284.81,2011,8,8,12,0.04
2,0.76,140.67,2011,8,9,12,0.075
25,6.89,111.01,2011,8,10,12,0.195
26,7.68,118.48,2011,8,10,12,0.476
43,3.05,79.08,2011,8,10,12,0.115
18,7.58,116.66,2011,8,11,0,0.586
27,3.36,95.75,2011,8,11,0,0.165
31,3.3,86.38,2011,8,11,0,0.115
33,3.39,92.43,2011,8,11,0,0.075
31,5.01,80.24,2011,8,11,12,0.09
10,3.32,79.69,2011,8,12,0,0.02
15,3.87,83.81,2011,8,12,0,0.005
42,2.21,193.77,2011,8,13,12,0.075
28,2.37,196.15,2011,8,14,0,0.165
38,4.2,198.79,2011,8,14,0,0.1
42,4.3,178.27,2011,8,14,0,0.13
42,3.38,151.46,2011,8,14,12,0.256
8,2.55,191.63,2011,8,15,0,0.09
10,2.86,190.84,2011,8,15,0,0.11
12,3.83,195.34,2011,8,15,0,0.06
20,5.45,179.69,2011,8,15,0,0.216
26,2.85,151.44,2011,8,15,0,0.261
30,3.28,147.53,2011,8,15,0,0.256
33,3.29,142.8,2011,8,15,0,0.18
6,5.43,186.28,2011,8,15,12,0.075
10,4.5,171.2,2011,8,15,12,0.11
20,3.31,135.57,2011,8,15,12,0.221
23,2.85,142.27,2011,8,15,12,0.115
40,5.17,80.61,2011,8,17,0,0.115
44,5.73,94.07,2011,8,17,0,0.371
30,5.37,86.53,2011,8,17,12,0.231
35,3.52,103.83,2011,8,17,12,0.221
37,2.29,104.62,2011,8,17,12,0.085
39,2.35,80.92,2011,8,17,12,0
42,2.36,78.48,2011,8,17,12,0
47,2.92,49.34,2011,8,17,12,0.035
34,3.51,63.35,2011,8,18,0,0.025
17,3.38,62.07,2011,8,18,12,0
22,3.54,68.64,2011,8,18,12,0.025
27,3.76,100.28,2011,8,18,12,0.03
5,3.02,67.42,2011,8,19,0,0
6,3.24,65.68,2011,8,19,0,0
22,3.62,143.21,2011,8,19,0,0.125
38,3.19,114.53,2011,8,20,12,0.216
43,3.49,105.42,2011,8,20,12,0.271
46,4.18,119.51,2011,8,20,12,0.241
26,4.37,95.15,2011,8,21,0,0.216
34,4.88,126.14,2011,8,21,0,0.241
35,5.38,128.9,2011,8,21,0,0.256
40,6.52,142.56,2011,8,21,0,0.261
45,6.69,135.81,2011,8,21,0,0.331
13,4.9,111.04,2011,8,21,12,0.18
22,5.16,128.25,2011,8,21,12,0.241
26,6.38,135.19,2011,8,21,12,0.266
32,6.32,128.44,2011,8,21,12,0.326
8,4.04,121.25,2011,8,22,0,0.231
13,6.14,132.15,2011,8,22,0,0.246
23,4.08,114.63,2011,8,22,0,0.406
48,3.66,44.99,2011,8,22,0,0.175
8,6.83,118.38,2011,8,22,12,0.231
9,3.01,67.68,2011,8,23,0,0.065
11,3.69,62.27,2011,8,23,0,0.035
3,4.68,61.46,2011,8,23,12,0.246
11,3.69,43.46,2011,8,23,12,0.035
40,5.42,105.48,2011,8,24,0,0.165
46,6.43,122.4,2011,8,24,0,0.195
27,4.85,117.57,2011,8,24,12,0.175
31,5.82,108.48,2011,8,24,12,0.271
39,2.58,135.95,2011,8,24,12,0.055
21,5.45,120.96,2011,8,25,0,0.211
23,4.26,121.32,2011,8,25,0,0.195
29,2.22,124.91,2011,8,25,0,0
25,1.1,160.65,2011,8,25,12,0
27,0.37,345.71,2011,8,25,12,0
3,2.46,114.88,2011,8,26,0,0.055
4,2.21,116.52,2011,8,26,0,0.025
6,2.09,122.93,2011,8,26,0,0
8,2.16,130.36,2011,8,26,0,0
10,1.98,144.58,2011,8,26,0,0
11,2.63,49.77,2011,8,26,12,0
36,2.17,190.19,2011,8,26,12,0.02
39,3.03,162.03,2011,8,27,12,0.14
40,3.18,157.66,2011,8,27,12,0.211
41,3.18,150.34,2011,8,27,12,0.185
42,3.16,141.96,2011,8,27,12,0.115
44,3.21,130.33,2011,8,27,12,0.05
45,3.12,128.29,2011,8,27,12,0.04
26,2.85,156.82,2011,8,28,0,0.135
39,3.08,134.56,2011,8,28,0,0.04
20,2.72,92.72,2011,8,28,12,0.05
23,2.6,92.34,2011,8,28,12,0.11
29,4.44,118.31,2011,8,28,12,0.11
48,3.8,70.05,2011,8,28,12,0.301
6,3.02,120.64,2011,8,29,0,0.115
9,2.88,103.8,2011,8,29,0,0.04
22,4.01,105.15,2011,8,29,0,0.221
25,3.08,81.68,2011,8,29,0,0.055
48,3.01,87.15,2011,8,29,0,0.105
6,4.69,122.53,2011,8,29,12,0.115
10,4.3,111.94,2011,8,29,12,0.095
14,3.2,72.62,2011,8,29,12,0.075
1,2.75,74.04,2011,8,30,0,0.055
39,2.95,347.71,2011,8,31,0,0
47,1.89,325.64,2011,8,31,0,0
26,3.35,12.19,2011,8,31,12,0.06
33,1.9,40.18,2011,8,31,12,0
46,2.72,22.57,2011,8,31,12,0.07
14,3.54,20.21,2011,9,1,0,0.06
17,3.53,42.76,2011,9,1,0,0
25,2.74,310.55,2011,9,1,0,0.055
32,2.17,18.46,2011,9,1,0,0.11
17,2.15,352.07,2011,9,1,12,0.165
18,2.13,359.39,2011,9,1,12,0.125
17,5.37,17.36,2011,9,2,0,0.356
5,5.35,16.38,2011,9,2,12,0.165
11,4.06,37.12,2011,9,2,12,0.13
29,3.93,118.91,2011,9,4,0,0.135
42,6.16,155.27,2011,9,4,0,0.336
43,6.58,155.97,2011,9,4,0,0.291
46,5.84,160.55,2011,9,4,0,0.251
20,4.5,160.71,2011,9,4,12,0.165
47,3.55,208.4,2011,9,4,12,0.16
1,3.52,144.77,2011,9,5,0,0.115
9,5.15,163.11,2011,9,5,0,0.221
10,5.55,166.54,2011,9,5,0,0.306
21,6.51,161.6,2011,9,5,0,0.276
27,2.76,194.78,2011,9,5,0,0.175
31,2.04,189.62,2011,9,5,0,0.13
11,5.02,177.91,2011,9,5,12,0.331
24,4.61,205.56,2011,9,5,12,0.165
36,2.85,228.33,2011,9,5,12,0.175
4,4.09,197.03,2011,9,6,0,0.211
5,3.85,199.97,2011,9,6,0,0.236
42,6.1,251.56,2011,9,7,0,0.221
30,6.21,259.61,2011,9,7,12,0.221
34,3.68,256.94,2011,9,7,12,0.145
37,2.04,290,2011,9,7,12,0.085
45,2.29,252.16,2011,9,7,12,0.05
47,2.92,237.32,2011,9,7,12,0.07
23,3.35,251.1,2011,9,8,0,0.12
41,2.58,244.9,2011,9,8,0,0.005
4,2.76,216.48,2011,9,9,0,0.18
8,2.52,196.56,2011,9,9,12,0.075
12,2.81,172.28,2011,9,9,12,0.06
13,2.57,77.85,2011,9,11,12,0.085
43,4.78,38.83,2011,9,11,12,0.511
47,5.56,43.02,2011,9,11,12,0.566
19,5.53,56.12,2011,9,12,0,0.236
23,3.8,44.63,2011,9,12,0,0.18
27,3.87,35.66,2011,9,12,0,0.351
32,4.79,35.39,2011,9,12,0,0.516
4,4.94,63.46,2011,9,12,12,0.316
7,4.69,62.47,2011,9,12,12,0.211
10,3.36,49.11,2011,9,12,12,0.105
1,4.18,32.12,2011,9,13,0,0.411
1,10.09,62.39,2011,9,13,12,0.411
4,7.81,84.61,2011,9,13,12,0.431
5,6.34,98.09,2011,9,13,12,0.541
8,6.71,115.8,2011,9,13,12,0.516
41,8,127.72,2011,9,14,0,0.471
26,6.2,131.36,2011,9,14,12,0.311
38,2.94,114.39,2011,9,14,12,0.155
48,1.98,121.16,2011,9,14,12,0
18,7.94,123.92,2011,9,15,0,0.546
22,7.28,135.35,2011,9,15,0,0.476
42,3.39,124.53,2011,9,15,0,0.01
20,2.84,113.04,2011,9,15,12,0.135
29,3.13,126.67,2011,9,15,12,0.02
31,2.97,120.1,2011,9,15,12,0
3,2.73,114.21,2011,9,16,0,0.175
12,1.85,121.14,2011,9,16,0,0
18,2.59,121.94,2011,9,16,0,0.01
6,3.08,136.74,2011,9,16,12,0.19
29,2.9,326.29,2011,9,18,0,0.471
21,3.13,336.35,2011,9,18,12,0.466
30,7.03,346.05,2011,9,18,12,0.561
40,3.96,88.35,2011,9,18,12,0.241
43,4.86,122.35,2011,9,18,12,0.286
47,4.55,119.7,2011,9,18,12,0.125
7,2.9,331.7,2011,9,19,0,0.426
15,6.71,345.17,2011,9,19,0,0.266
22,4.59,112.14,2011,9,19,12,0.246
24,4.74,118.07,2011,9,19,12,0.045
9,4.54,122.71,2011,9,20,0,0.261
4,2.38,110.93,2011,9,20,12,0.241
11,1,127.42,2011,9,20,12,0.125
12,0.78,158.38,2011,9,20,12,0.045
42,6.23,56.1,2011,9,21,0,0.466
13,3.32,63.3,2011,9,22,0,0.13
19,6.23,65.13,2011,9,22,0,0.326
22,4.69,72.56,2011,9,22,0,0.165
33,1.15,230.02,2011,9,22,0,0.14
43,6.08,198.45,2011,9,22,0,0.561
19,1.34,263.95,2011,9,22,12,0.055
28,4.49,199.89,2011,9,22,12,0.281
30,5.91,206.18,2011,9,22,12,0.652
20,5.1,213.06,2011,9,23,0,0.351
3,5.44,223.98,2011,9,23,12,0
11,2.61,284.96,2011,9,23,12,0.09
24,1.12,12.49,2011,9,24,0,0.18
45,2.52,270.11,2011,9,24,12,0.411
40,6.94,306.49,2011,9,25,0,0.396
15,2.38,313.66,2011,9,25,12,0.155
17,2.47,304.66,2011,9,25,12,0.19
22,3.35,272.95,2011,9,25,12,0.401
23,3.74,286.73,2011,9,25,12,0.426
25,5.6,302.58,2011,9,25,12,0.376
5,2.92,277.35,2011,9,26,0,0.19
11,3.82,289.83,2011,9,26,0,0.426
20,6.65,312.12,2011,9,26,0,0.321
23,4.59,298.31,2011,9,26,0,0.18
27,4.15,289.86,2011,9,26,0,0.381
28,4,290.11,2011,9,26,0,0.386
1,5.35,284.25,2011,9,26,12,0.13
9,3.96,307.89,2011,9,26,12,0.411
14,4.95,289.06,2011,9,26,12,0.366
18,3.5,308.85,2011,9,26,12,0.366
5,3.57,303.95,2011,9,27,0,0.351
9,3.6,299.52,2011,9,27,0,0.115
10,3.79,306.12,2011,9,27,0,0.301
1,3.22,343.05,2011,9,27,12,0.256
9,3.08,354.3,2011,9,27,12,0.115
11,1.56,319.3,2011,9,27,12,0.07
47,3.02,46.01,2011,9,28,0,0.035
28,3.98,41.49,2011,9,28,12,0.02
41,3.17,302.74,2011,9,28,12,0.045
31,2.93,344.63,2011,9,29,0,0.1
32,3.35,35.99,2011,9,29,0,0.251
35,4.2,62.59,2011,9,29,0,0.241
38,4.72,59.85,2011,9,29,0,0.206
39,4.63,73.49,2011,9,29,0,0.115
42,7.22,166.63,2011,9,29,0,0
18,1.99,344.54,2011,9,29,12,0.115
19,1.73,23.9,2011,9,29,12,0.1
20,2.79,60.33,2011,9,29,12,0.251
27,4.36,128.5,2011,9,29,12,0.115
23,8.42,193.66,2011,9,30,0,0.782
39,3.03,197.46,2011,10,1,12,0.075
44,3.34,180.24,2011,10,1,12,0.286
45,3.67,184.07,2011,10,1,12,0.291
27,4.17,201.69,2011,10,2,0,0.075
14,2.58,178.16,2011,10,2,12,0.045
39,2.81,189.95,2011,10,2,12,0.246
34,2.4,154.62,2011,10,3,0,0.231
36,2.5,156.93,2011,10,3,0,0.16
6,3.97,206.88,2011,10,3,12,0.231
13,3.21,200.83,2011,10,3,12,0.07
16,2.58,189.16,2011,10,3,12,0.256
36,3.03,138.11,2011,10,3,12,0.045
7,2.67,160.5,2011,10,4,0,0.216
24,3.17,131.72,2011,10,4,0,0.045
12,3.17,127.76,2011,10,4,12,0.16
43,1.72,57.37,2011,10,5,0,0
47,2.29,64.49,2011,10,5,0,0
26,2.75,19.09,2011,10,5,12,0.075
37,3.15,65.77,2011,10,5,12,0
39,2.23,77.07,2011,10,6,0,0
42,2.43,75.83,2011,10,6,0,0
45,2.66,66.49,2011,10,6,0,0
47,3.31,51.99,2011,10,6,0,0.03
19,3.37,60.98,2011,10,6,12,0.306
4,1.79,66.91,2011,10,7,12,0.19
41,2.96,82.18,2011,10,8,12,0.14
29,3.36,80.03,2011,10,9,0,0.14
32,3.44,99.83,2011,10,9,0,0.19
27,1.02,118.26,2011,10,9,12,0
43,3.19,23.28,2011,10,9,12,0
1,3.2,72.9,2011,10,10,0,0.115
11,3.02,101.61,2011,10,10,0,0.055
25,2.52,333.57,2011,10,10,0,0.005
24,3.67,328.15,2011,10,10,12,0.1
9,2.84,2.07,2011,10,11,0,0.03
2,2.97,324.94,2011,10,11,12,0
38,3.54,290.39,2011,10,12,12,0.231
20,5.08,351.49,2011,10,13,0,0.16
25,3.8,293.5,2011,10,13,0,0.211
22,6.7,307.01,2011,10,13,12,0.241
24,7.49,325.96,2011,10,13,12,0.05
25,7.88,342.67,2011,10,13,12,0.02
33,8.39,58.55,2011,10,13,12,0.702
1,4.09,273.08,2011,10,14,0,0.211
11,5.05,352.56,2011,10,14,0,0.02
24,9.84,88.71,2011,10,15,0,0.822
45,4.64,74.42,2011,10,15,12,0.516
47,4.05,69.93,2011,10,15,12,0.17
16,5.66,83.04,2011,10,16,12,0.416
23,4.33,70.19,2011,10,16,12,0.17
24,5.21,72.96,2011,10,16,12,0.17
35,5.57,94.27,2011,10,16,12,0.221
40,3.15,82.04,2011,10,16,12,0.331
47,2.18,70.86,2011,10,16,12,0.17
12,5.11,71.54,2011,10,17,0,0.17
3,11.53,78.41,2011,10,17,12,0.406
1,4.8,93.96,2011,10,18,0,0.336
24,1.84,158.73,2011,10,18,0,0.256
2,5.63,96.11,2011,10,18,12,0.602
5,5.88,85.78,2011,10,18,12,0.256
39,7,19.85,2011,10,19,0,0.607
40,7.88,19.42,2011,10,19,0,0.461
43,6.05,5.51,2011,10,19,0,0.261
26,2.79,282.91,2011,10,19,12,0.236
31,7.16,25.95,2011,10,19,12,0.261
25,2.93,9.96,2011,10,20,0,0.19
26,2.48,17.49,2011,10,20,0,0.18
38,6.16,106,2011,10,20,0,0.391
39,6.51,109.09,2011,10,20,0,0.376
19,3.16,95.22,2011,10,20,12,0.391
2,2.18,19.68,2011,10,21,0,0.18
3,6.18,110.01,2011,10,21,12,0.08
5,6.74,115.51,2011,10,21,12,0.09
11,4.16,113.86,2011,10,21,12,0.366
40,3.6,25.42,2011,10,22,12,0.506
41,3.64,22.56,2011,10,22,12,0.556
43,4.2,22.62,2011,10,22,12,0.516
27,3.83,13.04,2011,10,23,0,0.591
37,7.52,67.82,2011,10,23,0,0.185
42,7.99,96.83,2011,10,23,0,0.411
45,6.13,101.85,2011,10,23,0,0.817
13,3.47,14.78,2011,10,23,12,0.501
22,4.23,24.01,2011,10,23,12,0.291
27,6.81,59.27,2011,10,23,12,0.396
11,5.02,21.67,2011,10,24,0,0.351
20,7.76,109.02,2011,10,24,0,0.852
1,6.44,58.02,2011,10,24,12,0.501
3,8.02,79.34,2011,10,24,12,0.591
4,8.55,85.52,2011,10,24,12,0.506
7,8.52,94.01,2011,10,24,12,0.516
11,4.47,108.07,2011,10,24,12,0.351
16,6.29,108.94,2011,10,24,12,0.632
17,6.3,108.41,2011,10,24,12,0.637
10,4.33,107.92,2011,10,25,0,0.236
42,4.39,180.26,2011,10,26,0,0.055
46,3.95,157.83,2011,10,26,0,0.125
30,4.72,175.79,2011,10,26,12,0.055
43,2.27,90.75,2011,10,26,12,0.01
46,2.78,83.75,2011,10,26,12,0.015
27,2.94,118.58,2011,10,27,0,0.075
38,3.94,43.4,2011,10,27,0,0.06
40,4.55,44.97,2011,10,27,0,0.075
44,3.71,59.54,2011,10,27,0,0.05
26,3.91,47.35,2011,10,27,12,0.06
31,3.66,67.71,2011,10,27,12,0.045
35,1.85,80.42,2011,10,27,12,0.005
5,2.91,125.32,2011,10,28,0,0.01
10,2.61,109.17,2011,10,28,0,0.015
1,1.78,57.75,2011,10,28,12,0.07
5,3.57,48.53,2011,10,28,12,0.01
11,2.25,25.78,2011,10,28,12,0.025
41,2.45,8.05,2011,10,29,12,0.261
29,2.81,14.33,2011,10,30,0,0.261
33,2.51,354.86,2011,10,30,0,0.17
13,2.68,18.82,2011,10,30,12,0.206
22,2.57,359.67,2011,10,30,12,0.175
24,2.46,349.53,2011,10,30,12,0.095
25,2.95,341.86,2011,10,30,12,0.075
27,4.42,333.9,2011,10,30,12,0.135
34,3.65,327.26,2011,10,30,12,0.15
44,2.5,31.47,2011,10,30,12,0.04
1,2.29,15.32,2011,10,31,0,0.206
12,2.93,356.45,2011,10,31,0,0.095
15,4.36,342.97,2011,10,31,0,0.135
17,4.33,335.88,2011,10,31,0,0.125
34,2.54,32.52,2011,10,31,0,0.025
7,4.03,331.14,2011,10,31,12,0.165
20,2.99,30.18,2011,10,31,12,0.04
5,2.54,16.12,2011,11,1,0,0.241
5,4.91,45.32,2011,11,1,12,0.241
9,3.3,29.53,2011,11,1,12,0.055
42,4.15,176.08,2011,11,2,0,0.145
46,4.08,165.45,2011,11,2,0,0.211
25,3.82,158.09,2011,11,2,12,0.155
29,4.54,177.38,2011,11,2,12,0.19
27,2.73,179.07,2011,11,3,0,0.356
35,3.21,174.82,2011,11,3,0,0.06
41,5.25,174.76,2011,11,3,0,0.155
14,3.2,180.81,2011,11,3,12,0.381
16,3.12,193.45,2011,11,3,12,0.175
26,4.4,181.77,2011,11,3,12,0.075
12,3.29,199.34,2011,11,4,12,0.06
37,5.83,33.23,2011,11,5,12,0.712
43,5.16,53.09,2011,11,5,12,0.637
44,4.78,54.56,2011,11,5,12,0.531
45,4.54,77.05,2011,11,6,0,0.446
35,3.44,64.47,2011,11,6,12,0.346
10,4.55,58.98,2011,11,7,0,0.516
11,3.95,58.48,2011,11,7,0,0.551
35,1.1,174.86,2011,11,7,0,0
5,8.41,71.18,2011,11,7,12,0.742
17,2.97,90.19,2011,11,7,12,0.241
5,2.88,81.26,2011,11,8,0,0.241
11,0.81,322.56,2011,11,8,0,0
2,2.09,307.94,2011,11,8,12,0.331
32,6.4,66.62,2011,11,9,12,0.341
22,4.21,68.71,2011,11,10,0,0.115
23,3.23,67.8,2011,11,10,0,0.155
27,3.42,74.04,2011,11,10,0,0.12
39,8.75,119.47,2011,11,10,0,0.281
40,9.45,117.96,2011,11,10,0,0.386
46,5.75,96.74,2011,11,10,0,0.261
48,2.97,75.18,2011,11,10,0,0.15
14,2.74,78.36,2011,11,10,12,0.04
24,4.66,102.59,2011,11,10,12,0.216
28,9.85,118.02,2011,11,10,12,0.386
8,3.8,91.26,2011,11,11,0,0.105
9,7.78,101,2011,11,11,12,0.185
35,5.82,61.14,2011,11,13,0,0.481
16,8.73,35.64,2011,11,13,12,0.862
24,5.76,59.96,2011,11,13,12,0.551
44,5.22,75.52,2011,11,13,12,0.386
5,8.04,60.41,2011,11,14,12,0.857
11,1.45,164.24,2011,11,14,12,0.481
14,0.77,45.7,2011,11,14,12,0
18,3.88,67.46,2011,11,14,12,0.321
3,4.99,87.92,2011,11,15,12,0.015
8,2.19,48.37,2011,11,15,12,0.386
43,6.99,93.51,2011,11,16,0,0.546
48,3.24,65.79,2011,11,16,12,0.366
31,4.88,90.03,2011,11,17,0,0.787
32,4.63,87.57,2011,11,17,0,0.561
16,4.32,89.15,2011,11,17,12,0.667
20,4.38,84.09,2011,11,17,12,0.561
25,4.63,61.26,2011,11,17,12,0.421
28,6.29,54.1,2011,11,17,12,0.401
30,5.39,42.74,2011,11,17,12,0.526
5,5.3,88.27,2011,11,18,0,0.797
38,2.05,267.39,2011,11,20,0,0
45,1.2,298.74,2011,11,20,0,0
16,1.73,154.43,2011,11,20,12,0.13
25,1.52,251.99,2011,11,20,12,0
39,1.96,354.75,2011,11,20,12,0.03
42,1.08,10.71,2011,11,20,12,0.105
9,1.4,225.4,2011,11,21,0,0.055
13,1.23,260.8,2011,11,21,0,0
25,2.15,351.05,2011,11,21,0,0.015
26,1.94,352.45,2011,11,21,0,0.02
27,1.75,353.78,2011,11,21,0,0.03
30,1.18,1.61,2011,11,21,0,0.105
31,0.32,16.19,2011,11,21,0,0.125
35,1.7,221.84,2011,11,21,0,0.236
12,2.33,250.09,2011,11,22,0,0.341
1,3.75,266.1,2011,11,22,12,0.015
44,3.98,63.81,2011,11,23,0,0.687
34,4.23,59.41,2011,11,23,12,0.591
39,5.04,59.54,2011,11,23,12,0.782
45,5.58,59.1,2011,11,23,12,0.692
48,5.83,59.39,2011,11,23,12,0.837
14,5.11,78.8,2011,11,24,0,0.536
15,5.6,76.99,2011,11,24,0,0.647
33,5.14,58.85,2011,11,24,0,0.692
16,5.5,59.85,2011,11,24,12,0.832
24,5.69,63,2011,11,24,12,0.837
34,3.84,48.44,2011,11,24,12,0.652
6,6.08,56.06,2011,11,25,0,0.812
8,5.92,54.02,2011,11,25,0,0.802
13,6.07,59.5,2011,11,25,0,0.742
24,3.9,50.43,2011,11,25,0,0.607
3,6.71,57.78,2011,11,25,12,0.782
5,6.97,57.18,2011,11,25,12,0.837
41,3.55,114.12,2011,11,26,12,0.536
47,3.66,117.72,2011,11,26,12,0.281
25,4.2,116.38,2011,11,27,0,0.201
42,0.87,148.79,2011,11,27,0,0
23,3.93,117.52,2011,11,27,12,0.281
46,2.93,215.12,2011,11,27,12,0.13
5,4.92,114.76,2011,11,28,0,0.536
6,5.01,115.37,2011,11,28,0,0.436
15,2.61,124.68,2011,11,28,0,0.035
22,1.06,239.45,2011,11,28,0,0.01
7,0.73,247.41,2011,11,28,12,0.536
2,5.35,203.45,2011,11,29,12,0.04
3,5.6,203.77,2011,11,29,12,0.03
4,5.69,203.9,2011,11,29,12,0.08
11,6.33,208.89,2011,11,29,12,0.256
12,5.88,209.51,2011,11,29,12,0.361
47,4.6,56.1,2011,11,30,0,0.266
27,2.83,43.92,2011,11,30,12,0.13
47,2.26,92.38,2011,11,30,12,0.005
13,2.6,59.78,2011,12,1,0,0.125
14,2.46,52.81,2011,12,1,0,0.201
16,2.94,65.43,2011,12,1,12,0.246
19,3.11,63.51,2011,12,1,12,0.125
22,2.82,85.08,2011,12,1,12,0.055
27,4.92,120.2,2011,12,1,12,0.055
31,3.95,116.7,2011,12,1,12,0.145
5,2.91,66,2011,12,2,0,0.201
6,2.88,65.2,2011,12,2,0,0.165
15,3.77,142.85,2011,12,2,0,0.055
21,2.22,119.42,2011,12,2,0,0.07
36,3.89,18.83,2011,12,2,12,0
44,3.17,119.65,2011,12,3,12,0.16
29,3.84,58.54,2011,12,4,0,0.637
34,2.36,118.49,2011,12,4,0,0.075
43,2.43,181.39,2011,12,4,0,0.03
19,2.63,79.63,2011,12,4,12,0.266
